spa|pbb
repartir (v.t)|tyujnde-, (rep) tyundende-
distribuir (v.t)|tyundende-
separarse (v.i)|tyute-
alejarse (v.r)|tyutẽe-
apartarse (v.r)|tyutẽe-
repartir (v.t)|tyu'tende-, tyu'ndende-
soltar (v.t)|tywete-
suelto (adj)|tyweteni
persuadir (v.t)|tywe'we-, yu'cywe'we-
vender (v.t)|tywey- (cywey- T)
vendido (p.p)|tyweyni
vendedor (m)|tyweysá
venta (f)|tyweywa'j
comida (f)|ũ'
comer (v.t)|ũ'-
alimento (m)|ũ-
granero (m)|ũ' jyaw yat
cosechar (v.t)|ũ' pcjacj-
entrar (v.i)|u'ca-, ne'ca-
eucalipto (árbol) (m)|ucalitu
entrada (f)|u'cani
rempujar (v.t)|ucapajcy-
defecar (v.t)|ũch-
diarrea (f)|ũchi'ch wee
apagarse (v.r)|ũchja-
moler (v.t)|ũ'cj-
piedra (de moler)|ũ'cj cuet
malla (f)|ucje
red (f)|ucje
espinarse (v.r)|ucje-
culpar (v.t)|ucje'j-
molido (p.p)|ũ'cjni
plano (adj)|ucue
mí a (adj. pos)|ũ'cue jīi
valle (m)|ucue quiwe
sabana (f)|ucue wala
chiflar (v.i)|ufy-, (rep) ufyjiifi-
águila (f)|uj
ir, irse (v .i)|u'j-
seguir, continuar (v.i)|u'j-
caminar (v.i)|u'j u-
derribar (v.t)|ujca-
trillar (v.t)|ujca-
pegar (maltratar a golpes) (v.t)|ujca-, (rep) uca'ca-
golpear (v.t)|ujca-, ijca, (rep) uca'ca-, iica'ca-
rajarse (v.i)|ujcha-, pjate-, pjatete-
quebrar (v.t)|ujnd-, (rep) unduund-
cosechar (fríjol, café)|ujnde-
seco (adj)|ujndy
agotarse (v.r)|ujndy-
secarse (v.i)|ujndy-
hongo (m)|ujne
ratón (m)|ujnza, ulu'j
estallar (v.i)|ũjpa-
tirar (disparar un arma de fuego) (v.t)|ũjpa-
viajero (m)|u'jsa, u'jwa'jsa
mojarse (v.i)|ũjt-
aguacate (m)|ujtse
andar (v.i)|u'ju-
sembrar (v.t)|ujua-, (rep) uja'ja-
ida (f)|u'jwa'j, u'jni
bobo (adj)|ul
culebra (f)|ul
víbora (f)|ul weeswẽe
urraca (ave) (f)|ulchic
curíbano (planta) (m)|ulñi'ñ
fiar, pedir fiado (v.t)|ulu'j-
deber (tener deuda) (v.t)|ulu'j-, yuulu-
tejer (v.t)|um-
derramarse (v.r)|umbu-
derrumbarse (v.i)|umbu-
tejido (p.p)|umnisa
tejedor (m)|umsã
anteayer (adv)|ũ'nacjẽ, jũ'nacjẽ
tuberculosis, tisis (f)|undy wee
llorar (v.i)|ũ'ne-
llanto (m)|ũ'ne pety cjacj
mata de hongo|une tash
comestible (adj)|ũ'nisa
rata (f)|unza wala
estar (v.i)|u'p-
escopeta (f)|ũpatel, scupeta
romperse (v.r)|upe-, (rep) upeepe-
cerca (cercado) (f)|upj
fugarse (v.i)|ũpj-
brincar (v.i)|upj-, (rep) ũpjũupj-
cercar (v.t)|upjãa-
parpadear (v.i)|upja'pja-
lugar de habitación (m)|u'pni
morada (f)|u'pni, ũsni
habitante (m)|u'psa
habitar (v.t)|u'pu-
morar (v.i)|u'pu-
nacer (v.i)|upy-, casej-, jycuuqui'-
lugar de nacimiento (m)|upyni
nacimiento (m)|upyni
fríjol (m)|us
riñón (m)|us
vez (f)|us
conceder (v.t)|ũs-
estar (v.i)|ũs-
vaina de fríjol|us cja'ty
fríjol (rayado)|us fi'j
lugar habitual, patria (m)|ũs quiwe
fríjol (corazón de buey)|us tandy
fríjol cacha|us tsep, us tapia
hoz (f)|usa
tijereta (ave) (f)|uschi', menz shã'py
nuevo (adj)|u'se, u'sesa
desparramarse (v.i)|ũshi-
regarse (v.r)|ũshi-
mezquino (adj)|ũshi'ndy (ũchji'ndy)
mezquinar (v.i)|ũshi'ndy- (ũchji'ndy-)
ser mezquino (v.i)|ũshi'ndy- (ũchji'ndy-) , sendy-
tacaño (adj)|ũshi'ndy, ũchji'ndy
alacrán (m)|usmity
dar (v.t)|ũsu-
chachafruto (árbol) (m)|uswa'l
prometer (v.t)|ũsya' neeyũu-
lleno (adj)|uta
llenar (v.i)|utãa-
batata (f)|ũtj
muchilero (ave) (m)|ũtj
adiós! (interj. de despedida)|u'tj; me'j, me'jwe (contestación)
mata de aguacate|utse tash
cepillar (v.t)|ũ'tsj-
labrar madera (v.t)|ũ'tsj-
rebanar (v.t)|ũ'tsj-
tocar (con la mano) (v.t)|utsje-, (rep) utsje'tse-
junto a (adv)|utya
cerca, cerca de (adv)|utya, utyate, jyu'jmẽe.
acercarse (v.r)|utyáa-
fallecer (v.i)|uu-
morir (v.i)|uu-
sí (adv.afirm)|ũu
muerte (f)|uu en, uuwa'j, uuni
velar (de noche al lado de un difunto) (v.t)|uu pi'cy-
un rato|ũuchcue
disminuir (v.i)|ũuchi-
asustarse (v.r)|ũucj-
tener (v.t)|ũucj-
tener miedo (v.i)|ũucj-
atemorizarse (v.r)|ũucj yajcy-
espantoso (adj)|ũucjũucj, ũucjũucjsa
peligroso (adj)|ũucjũucja'
aplanar (v.t )|uucue'j-
allanar (v.t)|uucue'je-
sembrador (m)|uujsã
cadáver (m)|uuni cacue, cacue cja'ty
difunto (adj.)|uunsã
alma (f)|ũus
corazón (m)|ũus
germen (parte de la semilla) (m)|ũus
valiente (adj)|ũus chjãchjasa
latir  (v.i)|ũus ũpjũpj-
palpitar (v.i)|ũus ũpjũpj-
pensamiento (m)|ũus yaacyni
calavera (f)|uusã jycuet dyi'tj
muerto (adj)|uusãa, uunī
enojarse (v.r)|ũusacha-, ũuscha-
incomodarse (v.r)|ũuscha yajcy-
enojo (m)|ũuschani
suspirar (v.i)|ũusdyi'j-
respirar (v.i)|ũusẽe-
respiración (f)|ũuseni
jadear (v.i)|ũuse'se-
aliento (m)|ũuseweete
asfixiarse (v.r)|ũuspa'-
paz (f)|ũuste wẽt ũswa'ja'
conciencia (f)|ũusutjeni
sembrado (m)|uutjash
moribundo (adj)|uutsyã'ja'
inmortal (adj)|uuwa'jmẽe
mortal (adj)|uuwa'jsa
agarrar (v.t)|uwe-
prender (coger preso) (v.t)|uwe-
picar (insectos) (v.t)|ũ'we-
harina (f)|ũ'wẽ
baile de la boda|uwe cu'jni
coger (v.t)|uwe-, pu'uwe-
rebosar (v.i)|uwu-, amby-
conseguir (v.t)|uy-
encontrar (v.t)|uy-
hallar (v.t)|uy-
hembra (f)|u'y
mujer (f)|u'y
concuñada (f)|u'y pyacj
ver (v.t)|uy-, tjeng-
pasar de un lado a otro|uycjẽw-
pegar (v.t)|uyī-
esperar (v.t)|ũytjas-
también (adv)|-va
pues (conj)|-vacy,-va'cy
ave (m)|vichacue
piusa (f)|vichacue cjas
nido de pájaro|vichacue yat
pájaro (m)|vichacue, vijcha
cazador (m)|vicysa
echar espigas (v.i)|viits-
espiga (f)|viits, spiiga
espigar, echar espigas (v.i)|viitsu-
cazar (v.t)|vijcy-
ladrar (v.i)|vijcy-
indicar (con el dedo) (v.t)|vijya-
hebilla (f)|villa
desyerbar (v.t)|vis-, sũupi'j-
juguetear (v.t)|vis-, visu's-
uno tras otro|vit vite
hacer (v.t)|vit-, yũu-
otro, otra (adj)|vite
y (una lista)|vite'
pasado mañana|vite cuscuscjẽ
pasado mañana (adv)|vite enejẽ, vite cuscay
ajeno (adj)|vite jīi
codicia (f)|vite ji's ji'pju wẽeni
hecho (p.p)|vitni
designar (nombrar a un puesto) (v.t)|vitrra nvijt-
colina (f)|vits
punta (f)|vits
montaña (f)|vits wala
hacedor (m)|vitsa
serranía (f)|vitssu
echar a perder (v.t)|vitu-
perderse (v.r)|vitu-
corcovear (v.i)|vitu'tu-
uno tras otro|vitvite
puerta (f)|vity
espíritu guardián (m)|vitywe'sh
ser sobrenatural (m)|vitywe'sh
aparecer (v.i)|vyaa-
desaparecer (v.i)|vyaamẽe-
visible (adj)|vyaasa
blandir (v.t)|vyajnd-, (rep) vyandu'ndu-
garra (f)|vyllili
dedo (medida, el ancho de un dedo) (m)|vyllill
pezuña (f)|vyllill
uña (f)|vyllill
escarbar (con uñas) (v.t)|vyllillīi-
dinero (m)|vyu
plata (moneda)|vyu
dorado (adj)|vyuu bee
altar hecho de oro|vyuu bee altal
oro (m)|vyuu bej
plata (metal) (f)|vyuu chijme
ganar (dinero) (v.t)|vyuu cnay-
billete (m)|vyuu ets
moneda fraccionaria (f)|vyuu mush
rancho (m)|wa'
pisotear (v.t)|waacji'cji'j-
abandonado (p.p)|waataani
botar (v.t)|wãatãj-, (rep) wãatãtãj-
tirar (arrojar con la mano) (v.t)|wãatãj-, (rep) wãatãtãj-
abandonar (v.t)|waataj-, tjengmẽe nvijt-
remover (v.t)|waawa'j-
cosechar (trigo)|waca-
cangrejo (m)|wãca
cortar (en pedazos) (v.t)|waca-, twajca-, (rep) wacaaca-, twaaca'ca-
tambalearse (v.r)|waca'ca-, atscue-, tjuja'ja-
huérfano, a (m,f)|waccha
collar (m)|wã'chja
gargantilla (f)|wã'chja
musgo (m)|wa'cj
garrapata (f)|wacú
morder (v.t)|wa'cy-,
español (m)|wagãs yuwe
idioma castellano|wagãs yuwe, llinu (T)
castellano (m)|wagãs yuwe, llínu (T)
blanco (de la raza blanca) (m,f)|wagás, mushca (T)
gente (no indígena)|wagãs, mushca (T)
malacate (para hilar) (m)|waga'te dyi'tj
formar granos (v.i)|wã'ji-
cansarse (v.r)|wajty-
suave (adj)|wajwa
hiel (f)|wãjy
grano (tumorcillo) (m)|wã'jy
llaga (f)|wã'jy
fumar (v.t)|wãjy chanzhãa-
tabaco (m)|wãjy, wẽjy (T)
estar renuente (v.i)|wa'l-
rehusar hacer (v.t)|wa'l-
tener pereza (v.i)|wa'l-
mucho (adj, adv)|wala
inteligente (adj)|wala jiisa
caro (adj)|wala pa'ga
costoso (adj)|wala pa'gasa
es muy grato|wala wecha yuja'
muy (adv)|wala, iimẽj
alto (adj)|wala, jyu'j
grande (adj)|wala, majcy
crecer (v.i)|walãa-
importante (adj)|walasa
aguardiente (m)|wallinde, wellinda
desinclinado (adj)|wa'lsa
renuente (desinclinado hacer algo) (adj)|wa'lsa
huerta (f)|walta, tul
aguantar (v.t)|wantaī-
caripaspada (de mejillas rosadas) (adj)|wat
dorarse (tostar ligeramente) (v.i)|wat-
espesar (v. i)|wata-
montura (silla de montar) (f)|wa'ta
desensillar (v.t)|wa'ta spajcy-
espeso (adj)|wata, fitse
ensillar (v.t)|wa'ta'j-, wa’ta atyaj-
ensillado (adj)|wa'ta'jni
arepa (f)|wa'ts
roza (f)|wats, chimby ej
raíz (f)|watse, wetse
pellizcar (v.t)|wãtsja-
aplastar (v.t)|wa'tsju-, (rep) wa'tsju'ju-
hacer arepa (v.t)|wa'tsju'j-
rozar (v.t)|watsu-
picar (víboras) (v.t)|wa'ty- (wa'cy-)
volverse perezoso (v.i)|watycue yuu-
perezoso (adj)|watycue, watycuesa
cansado (p.p)|watyni
abejón (m)|wawa
algodón (m)|wawa
miel de abejas|wãwã mil
podrirse (v.r)|wa'wa-, chimby-, chiiwa'wa-
podrido (p.p)|wa'wa, chimbyni
abrir (la boca) (v.t)|way-
comadreja (f)|wãyãy, wẽyīy
gritar (v.t)|wayīi- (weyīi-)
gatear (v.i)|wãyíi- (wẽyīi-)
grato (adj)|wecha
besar (v.t)|wecha-
complacer (v.r)|wecha-
regocijarse (v.r)|wecha-
felicidad (f)|wecha en
regocijo (m)|wecha en
felicitar (v.t)|wecha pu'chj-
alegría (f)|wecha yuja
saludar (v.t)|wecháa-
agradecer (v.t)|wechãa-
contento (adj)|wechana
estar contento (v.i)|wechana ũs-, wechana u'p-
gracias (agradeciendo un favor) (interj)|wechuung, wechuui'cue
gozo (m)|wechwecha
alegrar (v.t)|wechwecha caayaqui'j-
alegrarse (v.r)|wechwecha yajcy-
enfermedad (f)|wee
epidemia (f)|wee
peste (f)|wee
contraer una enfermedad (v.t)|wee cnay-
padecer (enfermedad) (v.i)|wee cnay-
burlar (v.t)|weech-, weech we'we-, npeevyshijca-
rechazar (v.t)|weechi-
demostrar tener hambre (v.i)|wẽepang-
estar hambriento (v.i)|wẽepang-
insultar (v.t)|wẽeshu-, iiwẽeshu-
ultrajar (v.t)|wẽeshu-, pcyuuwe'we-
ultraje (m)|wẽeshuni, pcyuuwe'weni
bravo (adj)|weeswẽe
feroz (adj)|weeswẽe
sanarse (v.i)|wẽet-, iiwẽet-
puente (m)|wej
ni siquiera, ni un poco (conj)|wej yujva
escalera (f)|we'j, petyi'jni
poco, poquito (adv)|wej, wejcuẽ
leve (adv)|wejcue
sonreír (v.i)|wejcue shijca-, anzu-, (rep) anzu'nzu-
tener hambre (v.i)|wẽje-
hambre (f)|wẽjẽ
escasez (f)|wẽjẽ en
hambre (tiempo de escasez)|wẽjẽ en
endurecerse (v.i)|weji-
duro (adj)|wejy
más (adv.comp)|wejy
aire (m)|wejya
viento (m)|wejya
ventear (v.impers)|wejyãa-
correr brisa (v.i)|wejya'jya-
antes bien (conj)|wejyva
loro (ave) (m)|well
tieso  (adj )|we'll
guacamayo (ave) (m)|well wala
ponerse tieso (v.r)|we'lli-
pescado, pez (m)|wendy
gustar (v.i)|wendy-
querer (v.t)|wendy-
escama (f)|wendy cja'ty
anzuelo (m)|wendy ñujnz
atarraya (f)|wendy ucje
pescar (v.t)|wendy uwe-
pescador (m)|wendy uwesã
asar (v.t)|wendy-, peeygãj-
querido (adj)|wendynisa
marteja (nono nocturno) (f)|wenze
mono nocturno|wenze
verruga (f)|wenze
arrastrar (v.t)|wenzh-, (rep) wenzhi'nzh-
halar (v.t)|wenzh-, (rep) wenzhi'nzhi-
páramo (m)|we'pe
páramo (llovizna) (m)|we'pe ñus
cuerda (guasca, piola) (f)|wes
guasca (f)|wes
piola (f)|wes
gusano (m)|wes, ucj, ũ'shic
fleco (borde de la ruana) (m)|wẽse
escuchar (v.t)|wẽse'j-
oír (v.t)|wẽsẽ'j-
oyente (m,f)|wẽsẽ'jsa
sabroso (adj)|wẽt
alentado (p.p)|wẽt fi'nzem'
oler (bien)|wẽt putáa-
olor (fragante)|wẽt putasã
gozar (v.t)|wẽt u'ju-
estar alentado (v.i)|wẽt ũs-
agradable (al gusto) (adj)|wẽt, wẽtwẽt
caer (v.i)|wete-
estar caído (v.i)|weterra ũs-
lanza (f)|we'tj
desagradable (adj)|wẽtmẽe
alegre (adj)|wẽtwẽt
hablar (v.i)|we'we-
habla (f)|we'weni
voz (f)|we'weni
mudo (adj)|we'weya' ãjasamẽe
comprar (v.t)|wey-
comprado (p.p)|weynī
comprador (m,f)|weysã
mecer (v.t)|wũw-
correr (v.i)|wuwũu-
mochila (f)|ya’ja
sentir dolor (v.i)|yaaca-
sentir calor (v.i)|yaacha-
sorpresivamente (adv)|yaacynimeete
apuñalar (v.t)|yaaja-, (rep) yãaja'ja-
cubrirse (con cobija) (v.r)|yaanz-
cubrirse (v.r)|yaapj-
taparse el rostro (v.r)|yaapj-
llamarse (v.r)|yaase-, ya'yaase-
nombrado (adj)|yaasesa
ser despreciado (v.i)|yaatse-
despreciado (p.p)|yaatseni
desengarzarse (v.r)|yaatsjunde-
hacer nido (v.t)|yaatu'j
fuete (m)|yaatul
paludismo (m)|yaawee
ser vencido (v.i)|ya'cach-
ser castigado (v.i)|ya'castigaī-
acalorarse (v.r)|yacha-
desangrarse (v.r)|yachi- (yechi-)
con (prep: indica acompañamiento)|yacj
cargar (en los brazos) (v.t)|yacj-
llevar en el hombro o en los brazos|yacj-
hermana mayor|yacjtjẽ'j
hermano mayor|yacjtjẽ'j
dejarse alcanzar (v.r)|ya'cpajcy-
lastimarse (v.r)|ya'cpã'yuu-
detenerse (v.i)|ya'ctishi-
cresta (del gallo) (f)|yacue
ser nombrado (v.i)|ya'cysus-
entregarse (v.r)|ya'ducj-
cabelludo (adj)|ya'dycjas
pasar el tiempo (v.i)|ya'fi'nze-
ojo (m)|yafy
legaña (f)|yafy chic
ceja (f)|yafy cjas
pestaña (f)|yafy cjas
párpado (m)|yafy cja'ty
niña del ojo (f)|yafy dyus
ciego (adj)|yafy ji'pjmeesa
vistazo oblicuo (m)|yafy menzu
tuerto (m)|yafy puuple
lágrima (f)|yafy yu', yafy dyic
cerrar los ojos (v.t)|yafya's upj-
invisible (adj)|yafyte vyaasamẽe
dejarse engañar (v.r)|ya'gaña-
suicidarse (v.r)|ya'icj-
ser burlado (v.i)|ya'iweech-
amargo (adj)|yaj
picante (adj)|yaj
ya (adv)|yã'j
bejuco (m)|yaj, yu'cj wes
amargar (v.t)|yaja-
jigra (f)|ya'ja
punzar (v.t)|yãja- (ñaja-)
chuzar (v.t)|yaja- (ñaja-), ucje-
jigra de colores|ya'ja bite
trampa (con guasca) (f)|yajcy
atrapar (v.t)|yajcy-
despertarse (v.i)|yajcy-
echar de menos (v.t)|yajcy-
sentir (v.t)|yajcy-
pensar (v.t)|yajcy-, ũus yajcy-
recordar (v.t)|yajcy-, ũusutje-
entender (v.i)|ya'jiyu-
sorber (v.t)|yajpe-
probar (un alimento) (v.t)|yajpe-, (rep) yapeepe-
sacudir (v.t)|yajta-, (rep) ya'tata-
disgustarse  (v.r)|yajtse-
engañarse (v.r)|ya'jypumba-
ceñirse (v.r)|ya'jytund-
prole (f)|ya'luch
adueñarse (v.r)|yamu-, iiyamii- (iinamu-)
enredarse (v.r)|ya'ndu-, yaandũu-
nevado (m)|yandy, ñandy (T)
ser dejado (v.i)|ya'neeyũu-
librarse (v.r)|ya'nwe'we-
envoltura (f)|yap
envolver (v.t)|yap-, scand-, (rep) scandu'ndu-
abrigarse (v.r)|ya'patj-, cja'-
ser lavado (v.i)|ya'pcji'cj-
olvidarse (v.r)|ya'pechcanu-
protegerse (v.r)|ya'pjupj-
envuelto (p.p)|yapni
ser agredido (v.r)|ya'ptjãawe-
desenvolver (v.t)|yapujnde-, yaptende-
cobijarse juntos (v.r)|yã'py-
poner arete (v.r)|ya'qui-
retroceder (v.i)|ya'sca'j-
bautizar (v.t)|yase-
poner nombre (v.t)|yase-
nombre (m)|yase, yese
bautizo (m)|yaseni
bautizado (p.p)|yasenisa
borrachero (m)|yash
cortarse (v.r)|ya'spẽ'tj-
casa (f)|yat
estantillo (m)|yat chinda
caballete (m)|yat cluu
cumbrera de la casa (f)|yat cluu
techo (m)|yat cuejcue
alero (m)|yat menz (lit. cola de la casa)
rincón (m)|yat punza
esquina (de la casa)|yat punza eca
cobertizo (de la casa)|yat pwa'
corredor (de una casa) (m)|yat pwa', cneetul (T)
casa en forma de L|yat ta'ng
saliente del vértice del techo (m)|yat tjũ'wẽ (lit. orejas de la casa)
casa con patio adentro|yat tul
edificar (v.t)|yat tyaj-
techar (v.t)|yat um-
dar posada (v.t)|yata's pqui'j-
purificar (v.t)|yate-
antepasados (m.pl)|yatsgawe'sh, manteywe'sh, ju'ngtjẽ'jwe'sh
adelantar (mover hacia adelante) (v.t)|yatsqui'p-
arrear (v.t)|yatsqui'p-
adelante (adv)|yatste
familia (f)|yattewe'sh
cargar (en la espalda) (v.t)|ya'tyaj-
ser temible (v.i)|ya'ũucj-
déspota (m)|ya'ũucjsa
ser saludado (v.i)|ya'wecha-
temblar (persona) (v.i)|yaya-
ser llamado (v.i)|ya'yaase-
acontecer (v.impers)|ya'yuu-
suceder (v.impers)|ya'yuu-
retoño (m)|ye'ch
sangrar (v.i)|yechi-
retoñar (v.i)|ye'chi-
sentir cosquillas (v.i)|yeele-
tener frío (v.i)|yeetse-, cumãa-
echar hojas (v.i)|yeetsu-
cosquilloso (adj)|yeletjẽ'j
sentir (cuando otro le toca) (v.t)|ye'tsje-
llave (f)|yevi
agua caliente|yu' acha
regar (agua) (v.t)|yu' caaj-
escurrir (v.t)|yu' susũu-
agua (f)|yu‘
líquido (m)|yu‘
orilla (a lo largo del río)|yu‘ putssu
volverse agua (v.i)|yu'a-, yu'wa-
meter en (v.t)|yu'acj-
meter en (v.t)|yu'amb-
meter debajo de (v.t)|yu'ãsh-
fondo (m)|yuc
cadera (f)|yuc dyi'tj
nalga (f)|yuc, yuc chich
caudal (m)|yu'chãchã
tropezar (v.i)|yu'chafy-, yu'spẽ'tj-
bosque (m)|yu'cj
monte (bosque) (m)|yu'cj
saíno (m)|yu'cj cuchi
animal silvestre|yu'cj ech
guerrillero (m)|yu'cj nasa
paloma silvestre|yu'cj tumb
selva (f)|yu'cj wala
crecer (monte) (v-i)|yu'cja-
rabo (m)|yucnenga
hielo (m)|yu'cuet
consejo (m)|yu'cypeeni
aconsejar (v.t)|yu'cypej-
amonestar (v.t)|yu'cypej-
manantial (m)|yu'īts
ojo de agua (m)|yu'īts
venir (v.i)|yuj-
tasajear (v.t)|yuja'j-
pararse (v.r)|yuju-, tishi-
estar parado, de pie (v.i)|yujurra ũs-
parado, de pie (adj)|yujurra ũs-
deuda (f)|yul
abonar (acreditar a la cuenta) (v.t)|yul ducj-
pagar deuda (v.t)|yul ducj-
cuenta (f)|yul, yuul
riachuelo (m)|yu'le'ch
mayordomo (m)|yultumu
endeudarse (v.r)|yulu-
deudor (m)|yulusã, yulsã
cántaro (m)|yu'mity
nutria (f)|yu'nutre, yu'alcu
ojo de aguja (m)|yunz cafy, ñunz cafy
atajar (v.t)|yup-
impedir (v.t)|yup-
vado (m)|yu'pets
impedimento (m)|yupsa
cambiar (v.t)|yu'ptjej-
intercambiar (v.t)|yu'ptjej-
transformar (v.t)|yu'ptjej-
pozo (m)|yu'pusu
zanjón (m)|yu'quits
dar de beber (v.t)|yus-, (rep) yusuus, yusu's
rascar (v.t)|yuse'j-
bifurcación (del río) (f)|yu'shãpy
entristecerse (v.r)|yũsu- (ñusu-)
estar triste (v.i)|yũsu-, ñusna ũs-
rellenar (v.t)|yutaa-
prender (leña) (v.i)|yutj-
soplar candela con canuto|yutj-
soplador (m)|yutjãa
mirar atrás (v.t)|yu'tjeng-
medicina (f)|yu'tse
remedio (m)|yu'tse
curar (v.t)|yu'tse'j-
medicinar (v.t)|yu'tse'j-
dar remedio (v.t)|yu'tse'je-
médico (m)|yu'tsesa
curandero (m)|yu'tsesa, pilwe'sh, tjẽ'j yu'tsesa
ola (del río o mar) (f)|yu'tũchjasã
sonsacar (v.t)|yu'tya-
fontanela (f)|yutyi, jycuet yutyi
ser (v.i)|yuu-
tío (hermano del papá) (m)|yũucue
cobrar (una deuda) (v.t)|yuul pẽjy-
cobrador (m)|yuul pẽysa
ayunar (v.i)|yũuna-
ayuno (m)|yũunani
dar rasquiña (v.i)|yuuse'je-
llenar (v.t)|yuuta-
culpa (f)|yuuwe
delito (m)|yuuwe
inocente (adj)|yuuwemeesa
culpable (adj.)|yuuwesa
acequia (f)|yu'waca
río (m)|yu'wala
asunto (m)|yuwe
boca (f)|yuwe
idioma (m)|yuwe
noticia (f)|yuwe
mandar razón (v.t)|yuwe caaj-
barba (f)|yuwe cjas
empezar un escándalo (v.t)|yuwe csuusu'j-
reconciliar (v.t)|yuwe ewũu-
abogar (v.t)|yuwe pu'ch-
levantar chisme (v.t)|yuwe quiis-
echar la culpa (v.t)|yuwe ucje'j-
quejarse (acusar a otro) (v.r)|yuwe ũs-
quejoso (adj)|yuwe ũssa
afta (f)|yuwe wa'jy
saludo (m)|yuwe wecha
mandar saludos (v.t)|yuwe wecha caaj-
palabra (f)|yuwe, we'weni
labio (m)|yuwe, yuwe vits, yuwe cja'ty
mensajero (m)|yuwee pta'shsa
sed (f)|yũ'wẽeni
sediento (adj)|yũ'wẽesa
tener sed (v.i)|yũ'wẽje-
encubrir (v.t)|yuwe's apj-
chupar caña (v.t)|yu'y-
filo (m)|zec
afilar (v.t)|zeecu'j-, shush-
planta (especie de) (f)|ze'nze
bonito (adj)|zhichcue
zumbar (v.i)|zi'nzi-, sndaanda-
huevo (m)|zits
yema de huevo (f)|zits bej
claro de huevo (m)|zits chijme
cáscara (f)|zits cja'ty
chirriar (v.i)|ziyaji-
resplandor (m)|zmeena'
atascarse (v.r)|zu'cy-
apretar (v.t)|zuna'-, nuyzuna'-, tenz-, ptenz-
resplandecer (v.i)|zuntete-
angosto (adj)|zunz
agudo (tono) (adj)|zunz, zunzcuẽ
adelgazarse (v.r)|zunzu-
estirar (v.t)|zunzu-
polilla (insecto) (f)|zupy
apretado (adj)|zuuna'
rechinar (v.i)|zyaa-, (rep) zyayaa-
